LaptopID,Company,Product,TypeName,Inches,ScreenResolution,CPU,RAM,Memory,GPU,OS,Weight,Price in Rs
161,dell,inspiron 5579,2 in 1 convertible,15.6,full hd / touchscreen 1920x1080,intel core i7 8550u 1.8ghz,8,256gb ssd,intel uhd graphics 620,windows,1.56kg,113292.0
163,toshiba,satellite pro,notebook,15.6,1366x768,intel core i3 6006u 2.2ghz,4,500gb hdd,intel hd graphics 520,windows,2.1kg,48276.0
164,asus,x555bp-xx180t (a9-9420/4gb/1tb/radeon,notebook,15.6,1366x768,amd a9-series 9420 3ghz,4,1tb hdd,amd radeon r5 m420,windows,2.03kg,43524.0
165,acer,aspire a517-51g,notebook,17.3,ips panel full hd 1920x1080,intel core i5 8250u 1.6ghz,4,256gb ssd,nvidia geforce mx150,windows,3kg,86940.0
166,dell,inspiron 3576,notebook,15.6,full hd 1920x1080,intel core i5 8250u 1.6ghz,8,256gb ssd,amd radeon 520,windows,2.13kg,78624.0
167,lenovo,legion y520-15ikbn,gaming,15.6,ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,16,256gb ssd,nvidia geforce gtx 1050 ti,windows,2.5kg,116532.0
168,acer,aspire a315-31,notebook,15.6,1366x768,intel celeron dual core n3350 1.1ghz,4,1tb hdd,intel hd graphics 500,windows,2.1kg,37584.0
169,msi,ge63vr 7re,gaming,15.6,ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,16,256gb ssd +  1tb hdd,nvidia geforce gtx 1060,windows,2.4kg,194292.0
170,acer,aspire 3,notebook,15.6,1366x768,intel pentium quad core n4200 1.1ghz,4,1tb hdd,intel hd graphics 505,windows,2.1kg,39259.08
171,dell,inspiron 5577,gaming,15.6,full hd 1920x1080,intel core i7 7700hq 2.8ghz,8,128gb ssd +  1tb hdd,nvidia geforce gtx 1050,windows,2.56kg,114532.92
172,acer,aspire a517-51g,notebook,17.3,ips panel full hd 1920x1080,intel core i5 8250u 1.6ghz,8,256gb ssd,nvidia geforce mx150,windows,3kg,92232.0
173,hp,probook 430,notebook,13.3,ips panel full hd 1920x1080,intel core i5 8250u 1.6ghz,4,500gb hdd,intel uhd graphics 620,windows,1.49kg,81432.0
174,huawei,matebook x,ultrabook,13.0,ips panel full hd 2160x1440,intel core i5 7200u 2.5ghz,8,256gb ssd,intel hd graphics 620,windows,1.05kg,145692.0
175,hp,17-bs001nv (i5-7200u/6gb/2tb/radeon,notebook,17.3,ips panel full hd 1920x1080,intel core i5 7200u 2.5ghz,6,2tb hdd,amd radeon 520,windows,2.71kg,75492.0
176,lenovo,ideapad 320-15ast,notebook,15.6,1366x768,amd a6-series 9220 2.9ghz,4,500gb hdd,amd radeon r4 graphics,no os,2.2kg,33372.0
177,toshiba,satellite pro,notebook,15.6,1366x768,intel core i3 7100u 2.4ghz,4,500gb hdd,intel hd graphics 620,windows,2kg,52812.0
178,hp,probook 470,notebook,17.3,full hd 1920x1080,intel core i5 8250u 1.6ghz,8,256gb ssd,nvidia geforce 930mx,windows,2.5kg,99684.0
179,dell,inspiron 3567,notebook,15.6,1366x768,intel core i3 7100u 2.4ghz,8,1tb hdd,intel hd graphics 620,windows,2.3kg,49572.0
180,acer,aspire a315-51,notebook,15.6,1366x768,intel core i3 6006u 2ghz,4,128gb ssd,intel hd graphics 520,windows,2.1kg,48492.0
181,msi,gt80s 6qf-074us,gaming,18.4,full hd 1920x1080,intel core i7 6920hq 2.9ghz,32,512gb ssd +  1tb hdd,nvidia gtx 980 sli,windows,4.4kg,302292.0
182,lenovo,v310-15ikb (i5-7200u/8gb/1tb,notebook,15.6,full hd 1920x1080,intel core i5 7200u 2.5ghz,8,128gb ssd +  1tb hdd,amd r17m-m1-70,windows,1.90kg,87804.0
183,hp,spectre x360,2 in 1 convertible,13.3,ips panel 4k ultra hd / touchscreen 3840x2160,intel core i5 8250u 1.6ghz,8,256gb ssd,intel uhd graphics 620,windows,1.29kg,161892.0
184,dell,inspiron 5570,notebook,15.6,full hd 1920x1080,intel core i7 8550u 1.8ghz,16,256gb ssd +  2tb hdd,amd radeon 530,linux,2.02kg,113292.0
185,dell,xps 13,ultrabook,13.3,full hd 1920x1080,intel core i5 8250u 1.6ghz,8,256gb ssd,intel uhd graphics 620,windows,1.23kg,151092.0
186,lenovo,yoga 920-13ikb,2 in 1 convertible,13.9,ips panel 4k ultra hd / touchscreen 3840x2160,intel core i7 8550u 1.8ghz,16,512gb ssd,intel uhd graphics 620,windows,1.4kg,199692.0
187,toshiba,satellite pro,notebook,15.6,1366x768,intel core i5 7200u 2.5ghz,8,128gb ssd,intel hd graphics 620,windows,2.0kg,85644.0
188,xiaomi,mi notebook,notebook,15.6,ips panel full hd 1920x1080,intel core i5 8250u 1.6ghz,8,256gb ssd,nvidia geforce mx150,no os,1.95kg,129492.0
189,dell,inspiron 7773,notebook,17.3,full hd / touchscreen 1920x1080,intel core i7 8550u 1.8ghz,16,512gb ssd,nvidia geforce 150mx,windows,2.77kg,167292.0
190,dell,xps 15,notebook,15.6,4k ultra hd / touchscreen 3840x2160,intel core i7 7700hq 2.8ghz,16,512gb ssd,nvidia geforce gtx 1050,windows,2.06kg,258876.0
191,lenovo,legion y520-15ikbn,gaming,15.6,ips panel full hd 1920x1080,intel core i5 7300hq 2.5ghz,8,256gb ssd,nvidia geforce gtx 1050,no os,2.4kg,84132.0
192,acer,swift 7,ultrabook,13.3,ips panel full hd 1920x1080,intel core i5 7y54 1.2ghz,8,256gb ssd,intel hd graphics 615,windows,1.12kg,106812.0
193,dell,inspiron 5770,notebook,17.3,full hd 1920x1080,intel core i7 8550u 1.8ghz,8,128gb ssd +  1tb hdd,amd radeon 530,windows,2.8kg,117180.0
194,lenovo,thinkpad yoga,2 in 1 convertible,14.0,touchscreen 2560x1440,intel core i7 7500u 2.7ghz,16,1tb ssd,intel hd graphics 620,windows,1.42kg,304992.0
195,vero,k147 (n3350/4gb/32gb/fhd/w10),notebook,14.0,ips panel full hd 1920x1080,intel celeron dual core n3350 1.1ghz,4,32gb flash storage,intel hd graphics 500,windows,1.3kg,28080.0
196,xiaomi,mi notebook,ultrabook,13.3,ips panel full hd 1920x1080,intel core i5 7200u 2.5ghz,8,256gb ssd,nvidia geforce mx150,no os,1.3kg,107989.2
197,lenovo,ideapad 320-17ikbr,notebook,17.3,1600x900,intel core i5 8250u 1.6ghz,8,256gb ssd,nvidia geforce mx150,no os,2.8kg,75384.0
198,dell,inspiron 5379,2 in 1 convertible,13.3,ips panel full hd / touchscreen 1920x1080,intel core i7 8550u 1.8ghz,8,1tb hdd,intel uhd graphics 620,windows,1.62kg,90612.0
199,hp,probook 470,notebook,17.3,ips panel full hd 1920x1080,intel core i5 8250u 1.6ghz,8,1tb hdd,nvidia geforce 930mx,windows,2.5kg,98712.0
200,razer,blade pro,gaming,17.3,4k ultra hd / touchscreen 3840x2160,intel core i7 7820hk 2.9ghz,32,1tb ssd,nvidia geforce gtx 1080,windows,3.49kg,658692.0
201,hp,probook 430,notebook,13.3,full hd 1920x1080,intel core i5 8250u 1.6ghz,8,512gb ssd,intel uhd graphics 620,windows,1.49kg,103572.0
202,hp,omen 17-w295,gaming,17.3,ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,16,256gb ssd +  1tb hdd,nvidia geforce gtx 1050,windows,3.35kg,148932.0
203,hp,probook 470,notebook,17.3,full hd 1920x1080,intel core i7 8550u 1.8ghz,8,256gb ssd,nvidia geforce 930mx,windows,2.5kg,112860.0
204,dell,inspiron 7577,gaming,15.6,ips panel 4k ultra hd 3840x2160,intel core i7 7700hq 2.8ghz,16,512gb ssd +  1tb hdd,nvidia geforce gtx 1060,windows,2.65kg,199260.0
205,lenovo,v110-15isk (i5-6200u/4gb/128gb/w10),notebook,15.6,1366x768,intel core i5 6200u 2.3ghz,4,128gb ssd,intel hd graphics 520,windows,2.1kg,53244.0
206,acer,aspire e5-576g,notebook,15.6,full hd 1920x1080,intel core i7 7500u 2.7ghz,8,1tb hdd,nvidia geforce 940mx,windows,2.23kg,80136.0
207,lenovo,legion y720-15ikb,gaming,15.6,ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,16,512gb ssd +  1tb hdd,nvidia geforce gtx 1060,windows,3.2kg,188892.0
208,dell,precision 7520,workstation,15.6,4k ultra hd 3840x2160,intel xeon e3-1505m v6 3ghz,16,256gb ssd +  1tb hdd,nvidia quadro m1200,windows,2.8kg,329940.0
209,lenovo,legion y520-15ikbn,gaming,15.6,full hd 1920x1080,intel core i7 7700hq 2.8ghz,16,512gb ssd,nvidia geforce gtx 1060,no os,2.4kg,150984.0
210,dell,inspiron 3567,notebook,15.6,touchscreen 1366x768,intel core i3 7100u 2.4ghz,6,1tb hdd,intel hd graphics 620,windows,2.3kg,47412.0
211,dell,xps 13,ultrabook,13.3,ips panel 4k ultra hd / touchscreen 3840x2160,intel core i7 8550u 1.8ghz,8,256gb ssd,intel uhd graphics 620,windows,1.21kg,210492.0
212,dell,xps 13,ultrabook,13.3,full hd 1920x1080,intel core i7 8550u 1.8ghz,8,256gb ssd,intel uhd graphics 620,windows,1.2kg,156492.0
213,lenovo,ideapad 320-15ikbn,notebook,15.6,1366x768,intel core i5 7200u 2.5ghz,8,256gb ssd,intel hd graphics 620,windows,2.2kg,64476.0
215,acer,aspire 7,notebook,15.6,full hd 1920x1080,intel core i7 7700hq 2.8ghz,8,1tb hdd,nvidia geforce gtx 1050,linux,2.4kg,84132.0
216,asus,rog gl703vd-gc028t,gaming,17.3,full hd 1920x1080,intel core i7 7700hq 2.8ghz,16,256gb ssd +  1tb hdd,nvidia geforce gtx 1050,windows,2.9kg,151956.0
217,hp,15-bs018nq (i3-6006u/4gb/500gb/fhd/no,notebook,15.6,full hd 1920x1080,intel core i3 6006u 2ghz,4,500gb hdd,intel hd graphics 520,no os,2.1kg,37692.0
218,lenovo,ideapad 320-15ikbn,notebook,15.6,full hd 1920x1080,intel core i5 7200u 2.5ghz,8,256gb ssd,intel hd graphics 620,no os,2.2kg,59292.0
219,huawei,matebook x,ultrabook,13.0,ips panel full hd 2160x1440,intel core i7 7500u 2.7ghz,8,512gb ssd,intel hd graphics 620,windows,1.05kg,161892.0
220,dell,inspiron 5370,ultrabook,13.3,ips panel full hd 1920x1080,intel core i7 8550u 1.8ghz,8,256gb ssd,amd radeon 530,windows,1.4kg,100643.04
221,lenovo,ideapad 320-17ikb,notebook,17.3,1600x900,intel core i5 7200u 2.5ghz,8,1tb hdd,nvidia geforce gtx 940mx,no os,2.8kg,63612.0
222,hp,probook 440,notebook,14.0,full hd 1920x1080,intel core i7 8550u 1.8ghz,8,256gb ssd,nvidia geforce 930mx,windows,1.63kg,111348.0
223,dell,latitude 5490,ultrabook,14.0,full hd 1920x1080,intel core i5 8250u 1.6ghz,8,256gb ssd,intel uhd graphics 620,windows,1.6kg,124092.0
224,dell,inspiron 5379,2 in 1 convertible,13.3,full hd / touchscreen 1920x1080,intel core i7 8550u 1.8ghz,16,512gb ssd,intel uhd graphics 620,windows,1.62kg,138132.0
225,dell,inspiron 3576,notebook,15.6,full hd 1920x1080,intel core i5 8250u 1.6ghz,8,256gb ssd,amd radeon 520,linux,2.2kg,73153.8
226,lenovo,yoga 520-14ikb,2 in 1 convertible,14.0,ips panel full hd 1920x1080,intel core i5 8250u 1.6ghz,8,256gb ssd,intel uhd graphics 620,windows,1.74kg,97092.0
227,toshiba,portege z30-c-16l,ultrabook,13.3,full hd 1920x1080,intel core i7 6500u 2.5ghz,8,256gb ssd,intel hd graphics 520,windows,1.2kg,147204.0
228,hp,probook 450,notebook,15.6,full hd 1920x1080,intel core i5 8250u 1.6ghz,8,1tb hdd,intel uhd graphics 620,windows,2.1kg,85752.0
229,dell,alienware 17,gaming,17.3,ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,16,256gb ssd +  1tb hdd,nvidia geforce gtx 1060,windows,4.42kg,265284.72000000003
230,acer,aspire e5-576g,notebook,15.6,full hd 1920x1080,intel core i7 7500u 2.7ghz,8,256gb ssd,nvidia geforce 940mx,windows,2.2kg,89856.0
231,dell,inspiron 5567,notebook,15.6,full hd / touchscreen 1920x1080,intel core i7 7500u 2.7ghz,16,1tb hdd,amd radeon r7 m445,windows,2.3kg,92773.08
232,asus,vivobook x541uv-dm1217t,notebook,15.6,full hd 1920x1080,intel core i5 7200u 2.5ghz,8,256gb ssd,nvidia geforce 920mx,windows,2kg,83052.0
233,asus,k756ux-t4340t (i5-7200u/8gb/500gb,notebook,17.3,full hd 1920x1080,intel core i5 7200u 2.5ghz,8,256gb ssd +  500gb hdd,nvidia geforce gtx 950m,windows,2.69kg,96228.0
234,hp,zbook 15u,notebook,15.6,full hd 1920x1080,intel core i7 7500u 2.7ghz,8,1tb hdd,amd firepro w4190m,windows,1.9kg,137052.0
235,asus,pro p2540ua-xo0198t,notebook,15.6,1366x768,intel core i3 7100u 2.4ghz,4,1tb hdd,intel hd graphics 620,windows,2.37kg,43090.92
236,hp,15-rb013nv (e2-9000e/4gb/500gb/w10),notebook,15.6,1366x768,amd e-series 9000e 1.5ghz,4,500gb hdd,amd radeon r2,windows,2.1kg,35640.0
237,lenovo,legion y720-15ikb,gaming,15.6,ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,16,256gb ssd +  1tb hdd,nvidia geforce gtx 1060,windows,3.2kg,161892.0
238,dell,vostro 5468,notebook,14.0,full hd 1920x1080,intel core i5 7200u 2.5ghz,8,256gb ssd,intel hd graphics 620,windows,1.6kg,92772.0
239,acer,aspire r7,2 in 1 convertible,13.3,ips panel full hd / touchscreen 1920x1080,intel core i5 6200u 2.3ghz,8,256gb ssd,intel hd graphics 520,windows,1.6kg,74412.0
240,dell,inspiron 5567,notebook,15.6,full hd 1920x1080,intel core i7 7500u 2.7ghz,16,256gb ssd,amd radeon r7 m445,linux,2.36kg,97092.0
241,acer,aspire a315-51,notebook,15.6,1366x768,intel core i3 6006u 2ghz,4,1tb hdd,intel hd graphics 520,linux,2.1kg,42120.0
242,asus,x555qg-dm242t (a10-9620p/4gb/1tb,notebook,15.6,full hd 1920x1080,amd a10-series a10-9620p 2.5ghz,4,128gb ssd +  1tb hdd,amd radeon r5 m430,windows,2.2kg,62100.0
243,asus,rog g703vi-e5062t,gaming,17.3,full hd 1920x1080,intel core i7 7820hk 2.9ghz,32,512gb ssd +  1tb hdd,nvidia geforce gtx 1080,windows,4.7kg,420120.0
244,acer,nitro an515-51,gaming,15.6,ips panel full hd 1920x1080,intel core i5 7300hq 2.5ghz,8,256gb ssd,nvidia geforce gtx 1050,windows,2.5kg,91368.0
245,lenovo,ideapad 320-15isk,notebook,15.6,1366x768,intel core i3 6006u 2ghz,8,128gb ssd,intel hd graphics 520,windows,2.2kg,63612.0
246,asus,vivobook pro,notebook,17.3,full hd 1920x1080,intel core i7 8550u 1.8ghz,8,128gb ssd +  1tb hdd,nvidia geforce 150mx,windows,2.1kg,123660.0
247,asus,f756ux-t4201d (i7-7500u/8gb/128gb,notebook,17.3,full hd 1920x1080,intel core i7 7500u 2.7ghz,8,128gb ssd +  1tb hdd,nvidia geforce gtx 950m,no os,2.69kg,96012.0
248,dell,inspiron 5577,gaming,15.6,full hd 1920x1080,intel core i5 7300hq 2.5ghz,8,256gb ssd,nvidia geforce gtx 1050,windows,2.56kg,94932.0
249,lenovo,yoga 910-13ikb,2 in 1 convertible,13.9,ips panel full hd / touchscreen 1920x1080,intel core i7 7500u 2.7ghz,8,256gb ssd,intel hd graphics 620,windows,1.38kg,116532.0
250,dell,inspiron 5570,notebook,15.6,full hd 1920x1080,intel core i7 8550u 1.8ghz,8,128gb ssd +  2tb hdd,amd radeon 530,windows,2.2kg,106380.0
251,hp,15-bs015dx (i5-7200u/8gb/1tb/w10),notebook,15.6,touchscreen 1366x768,intel core i5 7200u 2.5ghz,8,1tb hdd,intel hd graphics 620,windows,2.04kg,60372.0
252,asus,rog g701vik-ba060t,gaming,17.3,full hd 1920x1080,intel core i7 7820hk 2.9ghz,16,256gb ssd,nvidia geforce gtx 1080,windows,3.6kg,323892.0
253,hp,probook 430,notebook,13.3,ips panel full hd 1920x1080,intel core i5 8250u 1.6ghz,4,500gb hdd,intel uhd graphics 620,windows,1.49kg,72900.0
254,apple,macbook pro,ultrabook,13.3,ips panel retina display 2560x1600,intel core i5 3.1ghz,8,512gb ssd,intel iris plus graphics 650,macos,1.37kg,220320.0
255,dell,inspiron 5579,2 in 1 convertible,15.6,ips panel full hd / touchscreen 1920x1080,intel core i7 8550u 1.8ghz,8,1tb hdd,intel uhd graphics 620,windows,2.08kg,88452.0
256,asus,rog g752vsk-gc493t,gaming,17.3,full hd 1920x1080,intel core i7 7700hq 2.8ghz,16,256gb ssd +  1tb hdd,nvidia geforce gtx 980m,windows,4.3kg,194292.0
257,asus,x505bp-br019t (a9-9420/4gb/1tb/radeon,notebook,15.6,1366x768,amd a9-series 9420 3ghz,4,1tb hdd,amd radeon r5 m420,windows,1.68kg,50652.0
258,lenovo,yoga 920-13ikb,2 in 1 convertible,13.9,ips panel full hd / touchscreen 1920x1080,intel core i7 8550u 1.8ghz,8,512gb ssd,intel uhd graphics 620,windows,1.37kg,199692.0
259,acer,aspire 5,notebook,17.3,ips panel full hd 1920x1080,intel core i3 7130u 2.7ghz,4,256gb ssd,nvidia geforce mx130,windows,3kg,75816.0
260,dell,vostro 5370,ultrabook,13.3,full hd 1920x1080,intel core i5 8250u 1.6ghz,8,256gb ssd,intel uhd graphics 620,windows,1.41kg,102492.0
261,hp,15-bw094nd (a6-9220/8gb/128gb/w10),notebook,15.6,1366x768,amd a6-series a6-9220 2.5ghz,8,128gb ssd,amd radeon r4 graphics,windows,1.91kg,48157.2
262,hp,envy 17-u275cl,notebook,17.3,ips panel full hd 1920x1080,intel core i7 8550u 1.8ghz,16,1tb hdd,nvidia geforce mx150,windows,2.9kg,114372.0
263,msi,gt73evr 7re,gaming,17.3,full hd 1920x1080,intel core i7 7700hq 2.8ghz,16,512gb ssd +  1tb hdd,nvidia geforce gtx 1070,windows,4.14kg,269892.0
264,lenovo,yoga 720-15ikb,2 in 1 convertible,15.6,ips panel full hd / touchscreen 1920x1080,intel core i7 7700hq 2.8ghz,8,512gb ssd,nvidia geforce gtx 1050m,windows,2kg,183492.0
265,dell,inspiron 5770,notebook,17.3,full hd 1920x1080,intel core i7 8550u 1.8ghz,8,128gb ssd +  1tb hdd,amd radeon 530,windows,2.8kg,123336.0
266,lenovo,ideapad 320-15isk,notebook,15.6,full hd 1920x1080,intel core i3 6006u 2ghz,4,256gb ssd,intel hd graphics 520,no os,2.2kg,47952.0
267,hp,probook 450,notebook,15.6,ips panel full hd 1920x1080,intel core i5 8250u 1.6ghz,4,500gb hdd,intel hd graphics 620,windows,2.1kg,77976.0
268,dell,vostro 3568,notebook,15.6,full hd 1920x1080,intel core i5 7200u 2.5ghz,4,1tb hdd,intel hd graphics 620,windows,2.18kg,70956.0
269,dell,inspiron 3567,notebook,15.6,full hd 1920x1080,intel core i5 7200u 2.5ghz,8,1tb hdd,amd radeon r5 m430,windows,2.24kg,61020.0
270,dell,inspiron 5579,2 in 1 convertible,15.6,full hd / touchscreen 1920x1080,intel core i5 8250u 1.6ghz,8,256gb ssd,intel uhd graphics 620,windows,2.67kg,86292.0
271,asus,zenbook flip,2 in 1 convertible,13.3,full hd / touchscreen 1920x1080,intel core i7 8550u 1.8ghz,8,512gb ssd +  512gb ssd,intel uhd graphics 620,windows,1.1kg,161892.0
272,lenovo,ideapad 320-15ikbn,notebook,15.6,full hd 1920x1080,intel core i5 7200u 2.5ghz,4,1tb hdd,intel hd graphics 620,no os,2.2kg,50436.0
273,hp,probook 470,notebook,17.3,full hd 1920x1080,intel core i7 8550u 1.8ghz,8,1tb hdd,nvidia geforce 930mx,windows,2.5kg,109944.0
274,lenovo,v330-15ikb (i7-8550u/8gb/256gb/fhd/w10),notebook,15.6,full hd 1920x1080,intel core i7 8550u 1.8ghz,8,256gb ssd,intel uhd graphics 620,windows,2.05kg,95040.0
275,apple,macbook pro,ultrabook,13.3,ips panel retina display 2560x1600,intel core i5 2.9ghz,8,512gb ssd,intel iris graphics 550,macos,1.37kg,211561.2
276,asus,rog strix,gaming,17.3,full hd 1920x1080,amd ryzen 1700 3ghz,16,256gb ssd +  1tb hdd,amd radeon rx 580,windows,3.2kg,167292.0
277,dell,inspiron 3576,notebook,15.6,full hd 1920x1080,intel core i7 8550u 1.8ghz,8,256gb ssd,amd radeon 520,linux,2.14kg,79387.56000000001
278,lenovo,thinkpad x1,2 in 1 convertible,14.0,touchscreen 2560x1440,intel core i7 6600u 2.6ghz,16,512gb ssd,intel hd graphics 520,windows,1.36kg,269892.0
279,toshiba,satellite pro,notebook,15.6,1366x768,intel core i7 6500u 2.5ghz,8,500gb hdd,nvidia geforce 930m,windows,2.2kg,87696.0
280,dell,inspiron 5567,notebook,15.6,1366x768,intel core i7 7500u 2.7ghz,12,1tb hdd,intel hd graphics 620,windows,2.3kg,77011.56000000001
281,dell,inspiron 5770,notebook,17.3,full hd 1920x1080,intel core i7 8550u 1.8ghz,8,128gb ssd +  1tb hdd,amd radeon 530,linux,2.8kg,118692.0
282,acer,aspire a515-51g,notebook,15.6,ips panel full hd 1920x1080,intel core i7 8550u 1.8ghz,8,1tb hdd,nvidia geforce mx130,windows,2.2kg,80460.0
283,lenovo,ideapad 320-17isk,notebook,17.3,1600x900,intel core i3 6006u 2ghz,4,1tb hdd,intel hd graphics 520,windows,2.8kg,52812.0
284,lenovo,ideapad 320-17ikbr,notebook,17.3,full hd 1920x1080,intel core i7 8550u 1.8ghz,8,2tb hdd,nvidia geforce mx150,no os,2.8kg,91692.0
285,lenovo,ideapad 320-17ikb,notebook,17.3,1600x900,intel core i7 7500u 2.7ghz,6,128gb ssd +  1tb hdd,nvidia geforce 940mx,windows,2.8kg,92772.0
286,dell,inspiron 3567,notebook,15.6,full hd 1920x1080,intel core i3 6006u 2.0ghz,4,1tb hdd,amd radeon r5 m430,linux,2.25kg,46224.0
287,lenovo,legion y520-15ikbn,gaming,15.6,ips panel full hd 1920x1080,intel core i5 7300hq 2.5ghz,8,256gb ssd,nvidia geforce gtx 1050,windows,2.5kg,89532.0
288,lenovo,ideapad 320-15ikbn,notebook,15.6,full hd 1920x1080,intel core i5 7200u 2.5ghz,6,256gb ssd,intel hd graphics 620,windows,2.2kg,62532.0
289,acer,aspire a517-51g,notebook,15.6,ips panel full hd 1920x1080,intel core i7 8550u 1.8ghz,8,256gb ssd,nvidia geforce mx150,windows,3kg,102708.0
290,acer,sp315-51 (i7-7500u/12gb/1tb/fhd/w10),notebook,15.6,ips panel full hd / touchscreen 1920x1080,intel core i7 7500u 2.7ghz,12,1tb hdd,intel hd graphics 620,windows,2.15kg,71172.0
291,lenovo,thinkpad t570,notebook,15.6,ips panel full hd 1920x1080,intel core i7 7500u 2.7ghz,8,256gb ssd,intel hd graphics 630,windows,1.95kg,118476.0
292,asus,vivobook s15,ultrabook,15.6,full hd 1920x1080,intel core i5 7200u 2.5ghz,8,256gb ssd,nvidia geforce 940mx,windows,1.7kg,105516.0
293,lenovo,legion y520-15ikbn,gaming,15.6,ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,16,256gb ssd +  1tb hdd,nvidia geforce gtx 1050 ti,windows,2.5kg,127332.0
294,lenovo,ideapad 320-15ikb,notebook,15.6,full hd 1920x1080,intel core i7 7500u 2.7ghz,8,1tb hdd,nvidia geforce 940mx,no os,2.2kg,71173.08
295,acer,chromebook c910-c2st,notebook,15.6,1366x768,intel celeron dual core 3205u 1.5ghz,2,16gb ssd,intel hd graphics,chrome os,2.19kg,21492.0
296,asus,fx753vd-gc071t (i7-7700hq/8gb/1tb/geforce,gaming,17.3,full hd 1920x1080,intel core i7 7700hq 2.8ghz,8,1tb hdd,nvidia geforce gtx 1050,windows,3kg,128196.0
297,hp,17-bs037cl (i3-6006u/8gb/1tb/w10),notebook,17.3,1600x900,intel core i3 6006u 2ghz,8,1tb hdd,intel hd graphics 520,windows,2.54kg,52812.0
298,dell,xps 15,notebook,15.6,full hd 1920x1080,intel core i7 7700hq 2.8ghz,8,256gb ssd,nvidia geforce gtx 1050,windows,2kg,197532.0
299,lenovo,v330-15ikb (i5-8250u/8gb/256gb/fhd/w10),notebook,15.6,full hd 1920x1080,intel core i5 8250u 1.6ghz,8,256gb ssd,intel uhd graphics 620,windows,2.05kg,79812.0
300,lenovo,legion y720-15ikb,gaming,15.6,ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,8,1tb hdd,nvidia geforce gtx 1060,windows,3.2kg,140292.0
301,acer,aspire a715-71g,notebook,15.6,full hd 1920x1080,intel core i7 7700hq 2.8ghz,8,256gb ssd,nvidia geforce gtx 1050 ti,linux,2.5kg,105732.0
302,dell,precision 7720,workstation,17.3,full hd 1920x1080,intel core i7 7820hq 2.9ghz,16,256gb ssd,nvidia quadro m1200,windows,3.42kg,311564.88
303,lenovo,ideapad 310-15abr,notebook,15.6,full hd 1920x1080,amd a10-series 9600p 2.4ghz,6,1tb hdd,amd radeon r5 430,windows,2.4kg,53892.0
304,asus,zenbook ux530uq-pro,ultrabook,15.6,full hd 1920x1080,intel core i7 7500u 2.7ghz,16,512gb ssd,nvidia geforce 940mx,windows,1.63kg,158544.0
305,asus,vivobook s14,notebook,14.0,1366x768,intel core i3 7100u 2.4ghz,4,128gb ssd,intel hd graphics 620,windows,1.3kg,54972.0
306,asus,rog gl702vs-gc095t,gaming,17.3,full hd 1920x1080,intel core i7 7700hq 2.8ghz,16,256gb ssd +  1tb hdd,nvidia geforce gtx 1070,windows,2.9kg,229176.0
307,lenovo,ideapad 320-17ikb,notebook,17.3,1600x900,intel core i5 7200u 2.5ghz,6,1tb hdd,nvidia geforce gtx 940m,windows,2.8kg,70092.0
308,lenovo,ideapad 320-15ikbn,notebook,15.6,1366x768,intel core i5 7200u 2.5ghz,8,2tb hdd,nvidia geforce 940mx,no os,2.2kg,59292.0
309,asus,gl553ve-fy082t (i7-7700hq/8gb/1tb,gaming,15.6,full hd 1920x1080,intel core i7 7700hq 2.8ghz,8,128gb ssd +  1tb hdd,nvidia geforce gtx 1050 ti,windows,2.5kg,136620.0
310,lenovo,ideapad 320-15iap,notebook,15.6,1366x768,intel pentium quad core n4200 1.1ghz,4,1tb hdd,intel hd graphics 505,no os,2.2kg,38878.92
311,hp,elitebook x360,2 in 1 convertible,13.3,full hd / touchscreen 1920x1080,intel core i7 7600u 2.8ghz,16,256gb ssd,intel hd graphics 620,windows,1.28kg,213300.0
